credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
0,0.7470957824800982,-0.7248477944679683,0.39855513725590924,5,-0.5367697294433127,0
5,-1.5483746884036522,-0.07396659120639343,-2.1618758936048326,2,-1.0808315357634555,1
0,-0.5605094474708702,-1.0096958151535422,-0.20791914567447314,4,-0.5862298936542347,0
0,0.42704496373213513,-0.9381835982699489,0.2150832939085231,5,-0.42136267961782775,0
1,-1.979732549116939,-1.048780042499972,-2.3213136583986125,6,-0.10811497294865458,0
0,0.8563891189614634,-0.23084864331483204,0.7717493921440619,2,0.9800086396916312,0
1,-0.369808771150205,-0.24641281957383734,-0.06717703104400823,6,1.3921766747826487,0
4,-0.6033123900338503,0.6562189139244003,-0.9808941610232322,3,-1.5259730136617542,1
0,-0.8593033460185471,-1.0262084346018197,-0.8241916378323361,4,0.6337874902151767,0
0,0.8700945415796342,-0.5160975188041461,1.1115250164143047,2,-3.1416717112185424,0
5,0.04563711012835219,1.5300469045758849,0.3455263336563777,7,0.04026551968411167,1
1,0.9219452865826937,0.2472854175708856,1.427336274418574,5,-0.025681365930451103,0
1,-0.5057487485494958,-0.2580265978917297,-1.0276601530223441,3,-1.8227339989272866,0
1,0.45023202038832627,-0.21092206826344317,0.5726917006045512,5,0.007292076876830284,0
0,-0.8796204001256805,-0.9063006600091132,-0.38360964569218375,2,-0.35541579400326495,0
0,-0.6178082389261331,-0.3428214382777377,-0.34863187941633694,3,0.10621240529867444,0
0,0.9990926153796198,-1.0507516036093416,0.6701206259442687,3,-0.520283008039672,0
1,0.17434040116302388,-0.05844624206400401,-0.772857883467006,3,1.4746102818008522,0
5,-0.9840286847603619,1.1924076179653171,-0.8774448025882782,4,-0.17406185856321735,1
0,0.21259702368366043,-0.2646603664474136,1.4005055483992168,6,-0.9324510431306893,0
2,-0.4800040050082995,-0.04977261914740505,0.03590923269880814,8,0.48540699758241046,0
4,-1.0911471742063115,0.370994783888944,-1.5124998345367353,1,-2.5976099048983996,1
1,0.6889625446513938,0.42967462942256407,1.5558942589533353,5,0.6502742116188174,0
2,0.027782159761844276,0.13401642886235396,-0.39258309898409643,6,1.4581235603972114,0
0,-0.5805083800760552,-0.864186745811808,-0.05538421914992117,5,-0.6851502220760789,0
1,-0.7599411886466735,-0.620502223849886,-0.769633092915572,7,-0.5367697294433127,0
0,-0.7870921086592354,-0.6509894280627108,-1.1472886013971306,2,-0.025681365930451103,0
0,-1.3696972403096714,-1.2235333718896573,-1.365026888701525,4,0.07323896249139306,0
0,-0.6148021383059792,-0.6426886115609881,-0.18223760146413218,4,-0.6851502220760789,0
0,-0.6340326951418407,-0.7147937291206302,0.09884355743903152,2,0.48540699758241046,0
1,-0.5076318022773311,-0.2744823660541004,1.282024891782757,7,-0.94893776453433,0
2,0.5415710965624707,0.19370851608066558,-0.22456219118871312,4,0.9800086396916312,0
5,-0.45856730997846146,1.7009603925838759,-0.02756178014979001,4,-1.5754331778726762,1
3,0.9626681357487151,0.9169184889709239,0.40709364119602237,4,0.5018937189860511,0
1,-0.7844249255852059,-0.5653562483570317,-0.8133635724338774,6,2.4638135660192937,0
0,-0.8303441818925091,-0.4156606435546922,-0.46632472156619054,4,0.5843273260042545,0
0,-1.8022311054308453,-0.9977604065979585,-2.1906065224719025,4,-0.47082284382874984,0
5,1.0778889161170542,2.5779127653897973,0.7491102070369543,4,-1.591919899276317,1
0,1.381002672554312,-0.8164376805893151,0.8329267242013049,4,-1.2786721926071438,0
5,0.09600194407413126,2.0857788900423255,0.2161889780919383,2,-0.5037962866360313,1
1,1.0931955046804132,0.12883954150835777,0.9922877581970385,5,-0.10811497294865458,0
2,-0.6777529544639231,0.5381931928339395,1.098374812548767,7,1.7878579884700254,0
0,0.6222557925111759,-0.5040560274548521,1.0633919813068602,4,-1.7732738347163646,0
0,-0.3144426665825453,-0.7500478207918723,-0.5613238472691554,6,-0.37190251540690566,0
5,-0.5989014166526577,1.406873832108618,-0.4746111031941925,4,-1.4105659638362693,1
2,-0.7765069503161425,-0.03354792198210184,0.33432856011314743,8,-0.520283008039672,0
3,0.4553398125164115,0.9030061715028964,0.8745453579998695,5,-0.6356900578651569,0
0,0.1640293611081658,-0.5516555526269287,-0.7262775828091629,4,0.6832476544260987,0
0,-0.8022086770450717,-1.2483379418253036,-1.2655428949848968,3,-0.569743172250594,0
0,0.2186781808578506,-0.9553832366499808,-0.18595511316939806,4,2.084618973735558,0
1,0.13904700808871873,0.317577377882764,0.9671937809396556,6,1.6229907744336185,0
0,-0.883146306165083,-0.7413242266476511,-1.2465811392970516,4,1.8702915954882289,0
1,-1.598239933938418,-0.6849349254954972,-1.6957539745224632,5,-0.4543361224251091,0
4,-0.6977587074511454,0.3848939487703883,-0.8121167497775752,7,0.41946011196784766,0
0,-1.0638420209702506,-0.7674054302476189,-0.030506007653074194,6,1.639477495837259,0
0,-1.3332799729478262,-0.9930141904001318,-1.982520632063495,3,-0.14108841575593598,0
3,-1.0455963704995501,-0.22422625938216528,-1.1582918286274435,7,0.8481148684625056,0
5,-0.2189274495209135,1.4084444555692495,-0.4543985918535784,4,-0.8335307147088452,1
5,0.3131309513950184,2.3986945235546004,0.43136624597096596,5,0.8975750326734278,1
0,-0.5539192473474147,-0.8018048126388282,-0.7480179521725276,3,1.1283891323243975,0
1,0.37311602074259864,-0.1908064949491839,0.9914851459184174,8,-2.020574655770975,0
0,-0.9469290569609756,-1.0274966616464811,-1.1078069473280276,6,1.062442246709835,0
0,-0.5562246757822175,-0.7909677451107116,-0.9109049932306665,3,0.007292076876830284,0
1,-0.6893226934204875,-0.2730380683889268,0.3887301887343625,6,-0.42136267961782775,0
0,0.09483972395806033,-0.22354932716845755,0.023638699244455635,3,-0.899477600323408,0
0,1.3992670723917242,-1.1884332812682619,0.7123059495294722,5,1.3592032319753673,0
0,0.7349095777982698,-0.4814840868185927,1.8128699355378106,4,-0.5037962866360313,0
1,0.889496024478298,-0.029316552589166586,1.4503753332650882,7,1.853804874084588,0
0,0.7737034338053543,-1.1821395893775015,0.9201023232693227,5,0.402973390564207,0
5,-0.6187204752252922,1.5110732798438287,-0.13066877906450083,3,-1.2292120283962218,1
0,-0.3290523132747222,-0.4643239677661772,0.2723924840830676,4,-0.4378494010214684,0
1,-0.9564018084610113,-0.630507905907516,-1.3451971908437939,3,1.919751759699151,0
1,-1.768722840764237,-0.8110743406830458,-1.6132078575659445,7,0.41946011196784766,0
1,0.6877668896070007,-0.10205637435053583,0.4833505236316005,6,1.1778492965353196,0
5,0.20828871485237718,1.96785877897075,-0.08961705327558635,4,-1.0148846501488926,1
5,0.3176952342157591,2.4828589406673895,0.8602612738438703,5,-0.4378494010214684,1
2,-1.3589489035876006,-0.1944290764400425,-0.4147794906684189,8,0.5183804403896918,0
5,0.2237658910626353,2.53619758507374,-0.3412466776147017,3,-0.42136267961782775,1
1,1.3750447445005443,0.2619175464051598,1.0164774028535875,5,1.3592032319753673,0
2,-0.3358666214145367,0.7464439089339949,0.5568217265497678,5,-0.8005572719015638,0
1,-1.3048659961372984,-0.6092735490720791,-0.7550349026423713,7,-0.9819112073416114,0
0,-0.6256283922994607,-1.2295587734833775,-0.6455184083983785,5,0.2381061765278,0
0,-0.7048562605550549,-0.9596027946700729,-1.0214272250206133,4,0.8151414256552243,0
0,1.680141989610567,-0.6256444819946779,1.702646394252744,5,-0.07514153014137319,0
5,0.7510246285851436,3.346766630614036,0.6875861978324884,4,-1.1302916999743775,1
2,-1.4895513494892565,-0.4435468759349052,-1.6803225500009418,6,0.3205397835460035,0
1,-0.45719479428054194,0.10803834676239366,0.27460509153809415,4,1.919751759699151,0
0,0.5288341393472739,-0.34194474534558733,0.10327027250773134,4,0.07323896249139306,0
0,-1.6073446648282737,-0.9587563946377183,-2.016534819685583,2,1.161362575131679,0
5,-0.02914536763768562,1.6100656795150805,0.09773137937723488,3,-0.17406185856321735,1
0,2.028122597144098,-0.6913543731356958,0.7659311825270017,5,1.7713712670663846,0
3,-1.0110054113432785,0.002115979146854657,-1.0665689677006303,7,0.7821679828479429,0
0,0.5527664286278817,-0.9278312701050381,0.7902888135637829,3,0.6832476544260987,0
0,-0.8132612250387162,-0.7040800881148414,-1.5000413781866204,3,0.9800086396916312,0
4,-0.17803531360405017,1.1330236397454176,-0.6629887144305583,1,-0.569743172250594,1
5,-0.22462001166446707,0.9469603759675055,-0.8093968610105291,1,-1.3611057996253473,1
2,-0.3438694813826271,0.13238746335855478,0.2829287240334378,8,0.8151414256552243,0
0,-1.4923137892524088,-0.8653820441583586,-1.3532465414268444,6,-0.20703530137049875,0
0,-0.8762418189818193,-1.1772750608646887,-0.2570924045388426,5,-0.9324510431306893,0
1,-0.31816393991144465,-0.616396398883738,-0.6199151006252185,5,-0.07514153014137319,0
5,0.5396816474072867,1.5428519737455844,0.10443340315156678,4,-0.2564954655814208,1
1,0.1749387577678789,-0.30429378913089594,0.45977810831433036,5,-0.4543361224251091,0
5,0.8662294147565731,3.278012929888942,1.0863382246254163,2,-0.8829908789197672,1
3,1.7142548726315787,1.1118520210196046,1.0917291740133608,4,-0.15757513715957666,0
0,0.26701306676348086,-0.3912535861628134,0.8210088540802074,4,1.4251501175899302,0
1,-1.2990190790530918,-0.83105247293825,-1.590085826643611,5,-0.2894689083887022,0
1,-0.4214572546071575,-0.5198824749822571,-0.4754423500187859,6,-1.2292120283962218,0
0,1.7725859887817066,-0.7187204425972873,0.8250147574596021,6,0.666760933022458,0
0,1.3399060328221497,-0.6138277171340727,0.6614540764137284,4,-0.5862298936542347,0
1,-0.24309244722535125,-0.38897673293586865,-0.12903012503374753,5,0.5678406046006138,0
2,-0.859617855405643,-0.5470724426874854,-0.6051217018966751,8,1.4251501175899302,0
0,0.751148125764732,-0.9094872441196623,-0.04333974630104806,4,-0.19054857996685806,0
0,0.0898818254499665,-0.18342846036084778,0.394489980848424,4,1.8373181526809474,0
5,-0.27221975269456017,0.819418405374398,-0.5209272070315171,5,-0.9159643217270487,1
2,0.33044602145465013,0.18779198224579627,0.6901301335847071,8,0.9140617540770685,0
1,0.9191099129157771,0.18455038422765868,0.8228137850776034,6,-0.09162825154501389,0
1,0.09827906940097227,-0.5845507945930281,-0.9171753235604595,6,0.2875663407387221,0
2,-0.15335971806647059,0.07620427633641892,-0.13761291529130457,6,0.9140617540770685,0
0,-0.241870976183632,-0.761497175932805,-0.8215951457084122,3,1.375689953379008,0
1,-0.6649902396474922,-0.04656669201246452,0.6028135360453232,4,1.1943360179389604,0
5,0.6715534238171027,3.1777613873507216,1.746711399683054,3,-1.591919899276317,1
1,-0.19795824897316408,-0.12937138941256277,-0.4823105914708599,6,-0.8335307147088452,0
0,-1.0450448897739597,-1.1440727505480384,-1.6293916163821245,4,-0.9324510431306893,0
5,0.18949342278117812,2.715855768556205,1.476919080579405,3,-1.0808315357634555,1
1,1.0009558151399804,0.5095288461278357,1.6630473974852955,3,1.1283891323243975,0
4,1.4012256765903544,2.193540714948138,0.7975099784231119,1,-0.9159643217270487,1
0,-0.6112456833715858,-0.46195303068909926,0.17170271755113697,5,1.1943360179389604,0
1,0.6264879633929147,0.06172714370300914,1.3496930007641013,6,1.111902410920757,0
0,-1.4145971414829184,-1.0750704307764445,-1.4233703996507125,5,0.5678406046006138,0
4,-1.2037694621896062,-0.012929498090298764,-1.5551767114339015,6,-1.1467784213780183,1
0,0.5766695613733146,-0.650746655096486,0.14426095414589266,4,-2.086521541385538,0
1,0.07558627022587018,0.2122787565957612,0.08239979985506009,4,0.04026551968411167,0
0,-0.9078697914225002,-0.6456326223481768,-0.8127679795574231,4,1.1778492965353196,0
0,-0.7898606947868889,-0.3905488590749902,-0.384392718541439,2,1.1448758537280384,0
0,-1.6359789778305167,-1.0764164732175643,-1.8606666387977508,8,0.22161945512415931,0
0,0.7963025579107711,-1.1879187032493645,0.7292955715492723,3,0.402973390564207,0
2,0.713985046038961,0.736280904074078,1.299499911033403,7,2.117592416542839,0
0,-0.7289842168448571,-0.8858686527549939,-1.0412014110296899,6,0.8975750326734278,0
1,-0.3048181935945041,-0.474700593207087,-0.15653089036115062,6,-0.7840705504979231,0
0,0.21443157840231974,-0.3785028243792434,0.17172872943516393,5,0.3205397835460035,0
3,0.7570781095298944,1.386658440832964,0.8936312576699168,2,-0.7510971076906416,1
2,0.4393442232467206,0.05705966797878316,0.27297434485303534,7,1.3262297891680859,0
0,-0.06375047271939895,-0.9803752337512058,0.48909349563409604,3,1.3592032319753673,0
0,-0.2893549170611102,-0.5343315543979508,-0.4277690026813745,3,-0.025681365930451103,0
0,-1.4895811687848897,-0.7364616476330721,-1.5634087834327157,2,0.2710796193350814,0
0,-0.18602829267206564,-0.5694690639923634,-0.5135412813074262,4,-2.053548098578257,0
5,0.0838068765542053,1.2635865780928799,-0.6352486326952967,4,-0.8335307147088452,1
2,0.706911509910625,-0.3466738423564302,0.20551856985117037,7,0.5513538831969732,0
1,-1.2499949581531966,-0.7277721441301167,-1.2720765088868518,5,0.2875663407387221,0
5,1.0954469913089044,2.8815110437915767,1.4885869911876886,3,-0.47082284382874984,1
0,0.5705500337457357,-0.34188564064555205,0.42512558400620615,5,0.05675224108775236,0
0,1.314297007425673,-0.43946630903547196,0.15133920535290724,4,-0.2729821869850615,0
1,-0.4649647783757695,0.30736788777391527,0.8182301183393051,5,0.3370265049496442,0
5,2.617763951227664,4.066359845911171,2.0217702556486024,4,-0.7181236648833603,1
2,-1.211884740261988,0.4082044216298417,-0.15387927450666788,5,-0.2564954655814208,0
2,-0.7595356573424253,-0.13375291483639212,-0.7162179463997949,7,-0.025681365930451103,0
1,-0.9903130124896946,-0.5915340057651086,-0.9681067419532265,5,-0.569743172250594,0
0,-0.08893738654310229,-1.2139154066715527,-0.1290274595243616,5,-0.30595562979234286,0
0,-0.32233741779645536,-0.7849040323833224,1.9290125368594604,6,0.13918584810595583,0
